id,text,category
1957139854,Jenny fell asleep and didn't come over,sadness
1957140078,@thedailysurvey Why do we love those that we cannot have?,worry
1957140211,Wishes you had teased me with movie night,sadness
1957140229,"I lost 4 followers over night, nobody likes me",worry
1957140443,@johneast I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,sadness
1957140584,I want a new phone  I've seen too much cellphone commercials (,worry
1957140914,"@Anime81  I'm soo sad. It's just on the edges of the pages, but it's not gonna come out. *cries*",worry
1957140966,"this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it..",worry
1957141622,@IvanaE i love it to.. but i knw there gna cut stuff out on tv,sadness
1957141723,@soonseeofpred becuz you braggin,neutral
1957142001,@JoannaAngel I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,sadness
1957142083,"Oh no, hubs is so sick! I hope I don't catch it",worry
1957142103,@lawikyn ze Franz has not friended me  i think they think i'm a creepy stalker or sommat. Hmph.,neutral
1957142917,Ran out of money. I r a sad panda,worry
1957143180,And then you find out today they had there first kiss! },neutral
1957143236,"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave",sadness
1957143446,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,sadness
1957143564,"off to work now, finish about 9pm  booooo.",sadness
1957143679,Wishes you hadn't teased me with movie night,sadness
1957144205,@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?,worry
1957144247,"dont know why so tired today  bye, time for beddy",neutral
1957145383,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",sadness
1957145425,i have a really bad head ache  gonna go to bed i might be back maybe not bye bye,worry
1957145483,friends from Traveller's Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,worry
1957145627,"@syafique ooh maggi goreng. yums. i cant eat, sore throat cmin",neutral
1957145833,@curligirl morning hon. what you having for breakfast? I cant decide,neutral
1957145956,should be sleeping.  lost my voice a couple day ago.,sadness
1957146159,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,neutral
1957146363,I was too sleepy earlier and i didnt get to see matt,sadness
1957146742,"@bethBABE4 Oh yeah, i'm the poorest person of all. But i shouldnt joke about that, poor other people",worry
1957146963,I just realized I spelled &quot;adorable&quot; wrong when I tweeted @mindykaling she must hate me now,sadness
1957147025,@DellOutletUK But now it's gone,neutral
1957147097,@janesas_mommy oh  well i hope she gets better,worry
1957147219,@jordskkk who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,worry
1957147399,how to have a glowing face? my complexion is always so pale,sadness
1957147422,"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",sadness
1957147537,haven't watched gossip girl in ageeees ! and need one tree hill season 3 . god i'm so slow,worry
1957148385,"Up early again tomorrow... heading to bed now. I keep saying I'm going to take a midday nap, but it hasn't happened this week yet...",worry
1957148490,ups ketauan cabut sama @gemamalove @chikachilo nih,neutral
1957149016,"It's 4pm Friday, he left at 6am Thursday.... surely he should be there now",neutral
1957149064,@imjustlalayone  I'm so sorry .. ya gotta let me know! I've been booked all week!,worry
1957149170,@Sashairene hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,happiness
1957149458,@letsgeticecream I miss you!  Come to Michigan like now....I can't wait till July,worry
1957149571,@talentdmrripley  maybe a good night's sleep for everyone?,neutral
1957149586,farrrrr . pdhpe assignment due next week and have english homework !,worry
1957149886,forgot his access card in the carÃ¯Â¿Â½too lazy to fetch it,worry
1957150173,"@_erica Yea, its tough to keep it going. Sometimes I'm not sure its worth it.",neutral
1957150281,@BriannaBanshee such a dissapointment  hhaha,fun
1957150332,"@4EvaAFanOfPaula hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping",worry
1957150462,oh no my tweetdeck is malfunctioning :O il have web will its fixd,sadness
1957150576,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)",sadness
1957151064,@maliciousmandy1 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday,sadness
1957151134,@carrotmadman6 What happened? I'm afraid I missed a large part of the story,worry
1957151356,Work at 5:45am =,neutral
1957151415,@anthothemantho Hell yes. I'm too late.,neutral
1957151709,Dell FX100 Pc-over-IP audio device (Teradici) is giving me a hard time in #Linux #Ubuntu Jaunty  Kernel isnt loading the snd-hda-intel drv,worry
1957151748,Just got my ass kicked in Tripoly lol  I got such bad cards... i suck,sadness
1957151886,"creeped it up at the ice cream social! good times. lars and the real girl, such a sad movie",fun
1957152277,sooo.... Hot in here hufff.....,worry
1957152425,closeness or distance? closeness... but now everything seems so distant...,worry
1957152662,Annnnnnddd another one bites the dust,sadness
1957152849,Ahhhhh! My &quot;Let The Right One In&quot; DVD broke,worry
1957153177,@hisheidi  my thoughts dwell on a certain person,worry
1957153763,fml my work uniform is on the washing line,worry
1957153898,ohh shit i just realized she still not talking to me  it b like dat some times..,worry
1957153926,"on my 42nd written fuck.. i get less ideas every day, and every day",sadness
1957154044,"@MelissaLynnette naw, it doesnt match up LOL and i have no shenanigans to discuss...  but i did do the thing...",worry
1957154062,"@mayora not this part, unfortunately.",worry
1957154220,"@soverpeck dude, i didn't know it was a personal experience. sorry something like that went down",worry
1957154452,@A_Lay aww well I just randomly woke up and now I can't sleep! Too many things on my mind,worry
1957154606,@donperignon me too baby... Miss you,worry
1957154717,"@ddlovato Since obviously living in Alaska, only a few radio stations we get here.",neutral
1957155160,"Oh noes.  hey, what's my tatoo say?",neutral
1957155266,@astynes I don't have a VCR...,neutral
1957155610,@hammett I wish I could have time for my xbox  project all tied,sadness
1957155968,all my pancakes always end up soggy.,worry
1957156210,"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",worry
1957157469,Why do none of my thoughts make sense when I'm sober?,worry
1957157790,@MsAKAtainment I know right  but hopefully something comes up though,neutral
1957158373,I cant to sleep and tomorrow i must wake up too early,worry
1957158466,"@JustDes As it is now, my body has already developed a mind of it's own but that mind refuses to co-operate with set schedules",worry
1957158560,@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!,neutral
1957158904,And trash repops.  Getting it tomorrow night I suppose.,sadness
1957158993,Nursing bruises from motorbike crash on Wednesday night leaving London workplace. The ground is so much harder the older you get,worry
1957159693,"so bored, i have a headache.",worry
1957159745,Huge headache...goodnight!!,neutral
1957160024,feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!,sadness
1957160410,@katiefreeze I miss you!!!! It's lonely and empty without you!  http://yfrog.com/3o3zxoj,sadness
1957160428,@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,sadness
1957160547,"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them",neutral
1957160631,Missing Everyone,sadness
1957160829,its only 0.2! Just give me my 3 points!,neutral
1957160993,another build failed! something is not right in the big scheme of things!,worry
1957161106,"My wife took my last Ã¯Â¿Â½20, no McDonalds breakfast for me today",worry
1957161860,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.,sadness
1957162285,I keep on falling asleep when I'm suppose to be awake. I miss my babyy..,worry
1957162630,@ryanhalloran why not?,neutral
1957162853,On my way to nottingham..I so don't want to be going,worry
1957162928,to Chicago... but why isn't my ride calling me back?,neutral
1957163020,"K, goodnight! Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical... Bla",neutral
1957163152,I need to wake up earlier so I'm actually tired enough to fall asleep,worry
1957163634,I've got to catch the bus to work,neutral
1957163968,@wired that is so sad,sadness
1957165453,@pegbanditkitty absolutely nothin,neutral
1957165874,@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,neutral
1957165933,is still sick  sigh,sadness
1957166244,"@bethBABE4 Oh poor beths friend  i'm not naughty, i'm just unperfect.",worry
1957166877,i feel really weird,sadness
1957167206,@BrianLimond Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people's souls after accidents,worry
1957167375,@scumm_boy I'm sorry  I'm thinking about you and hope the week gets better!,neutral
1957167387,Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til @Anticipationsf &amp; missed it,worry
1957167519,my throat hurts  gonna go read and go to bed. text mee!,sadness
1957168110,I am dying to hangout on a Friday afternoon...,worry
1957168160,Eh.. it's cold,worry
1957168222,mannnn..... @alllyy_ got an iphone!!! im jealous....  http://bit.ly/NgnaR,neutral
1957168762,fjdskal im really frustrated.,sadness
1957168874,"@regent_lord Aww, you should've YouTubed it.",neutral
1957168966,Wondering how come mcdonalds take so long to deliver my food.,sadness
1957169132,"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",sadness
1957169154,Will miss nostalgia ... everyone please kick tushar,neutral
1957169213,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!,sadness
1957169248,class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I'll forget -_-,worry
1957169451,"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",sadness
1957170158,@keytar @badtwin BUT THEY ARE EXPENSIVE.,worry
1957170358,says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj,neutral
1957170449,says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr,neutral
1957170760,Misses his twitastic fwiends,worry
1957171202,@Deziree_Divine take my advice lookin through the phone cost me my relationship,worry
1957171745,was playing street fighter IV and Seth Raped me,fun
1957172893,@summer_eyes I wish I knew!  The curse of Tumblr.,neutral
1957173062,what a beautiful day - shame I've got to spend it in an office,sadness
1957173834,Business exam tomorrow,neutral
1957174053,"@WTF_JayR oh, i know how budgeting is.",worry
1957174125,Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be,sadness
1957174158,Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went,sadness
1957174207,http://twitpic.com/664b7 - miss my bestfriend :'( now she left school,sadness
1957175219,Tummy hurts,sadness
1957175259,back from grimsby  it sucks bein back but was amazin wknd anyway!!,neutral
1957175385,farewelling an employee tonight...,sadness
1957175518,"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol",neutral
1957175560,"Gorgeous weather, but no bike",worry
1957175586,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!",sadness
1957175992,@heavenlyriot Girls are confusing.,sadness
1957176048,@ lyrically_Me   Why would you do that to me?!,sadness
1957176357,Blackout in the city is never good,sadness
1957176603,@angelazodiak Aww maybe i traumatized her.,neutral
1957177248,"@wedplanworkshop . Flights already booked, plus its GGD2 1st birthday. Can't miss that ! especially as we missed GGD1",happiness
1957177660,"I have drunk hickups. I had a pretty laid back, great night. But I still can't help but be mad about the situation I put myself in",worry
1957178636,why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud,worry
1957179054,Ugh. Too much happened today. I really need a hug,neutral
1957179532,@n3rin3 Ur pic is gone,neutral
1957180100,My tongue still hurts.  I need to sleep!!!,worry
1957180254,how do you twitter?,neutral
1957180598,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon,sadness
1957181400,@JWess awww  ok lol hopefully by than im still here and not back over in the states,neutral
1957181678,@t_isfortammy Sad tweets are sad,sadness
1957181879,needs a little lie down. not feeling great today. boo,worry
1957181945,@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!,neutral
1957181947,Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.,sadness
1957182104,"its from all that anal sex, i forgot the lube. damn  may need to go to the E.R.",worry
1957182181,Playn madden with austin. Im going to miss him..,worry
1957182382,i miss rich,sadness
1957182504,Headache of the century coming- I can feel it  Fuck.,sadness
1957182827,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,sadness
1957183021,PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   @Jonasbrothers,worry
1957183110,"I want to go back to bed but have a child to look after!  I may sleep all of sunday, my enevitable hangover may require it!",worry
1957183149,I just got mad tired so no sex  sleepytime night!,worry
1957183431,does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney,neutral
1957183897,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it,sadness
1957184403,@sakshijuneja ok that's subtly saying i'm no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!,neutral
1957185446,"@scotty_mcc bye, Scotty!  i'm gonna miss you. ily&lt;333",worry
1957185625,New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P,worry
1957186277,we can get a temporary tattoo. I would be totally sad if he died.,worry
1957186411,@professor12 gray! .... i so feel neglected,worry
1957187070,@Desert_Star95 oh so you know how I feel then  Damn representative for bank of america tried to make it sound like I did it. What a b ...,worry
1957187082,is tired and cold and runny,worry
1957188146,@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,sadness
1957188800,@xMyLifesAStoryx rob got lucky that game he beat me 209-205,sadness
1957188908,someone save me!! i dont want to pack anymore,worry
1957188950,home from school had the shitest day today,sadness
1957189540,bruise on knee will make it hard to skate tomorrow.,worry
1957189551,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",sadness
1957189838,FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.,neutral
1957189924,Sitting by myself. Everyone took the good seats.,sadness
1957190114,NO FREE WIFI!?!? My vacay is ruined!!!!,worry
1957190291,@sfannah Ahhhhh  Well at least I'm up to!,sadness
1957190952,@DHughesy ME! oh wait wrong state,sadness
1957191024,Are u missing ur frnds ? Hear to &quot;Manasellaam &quot; From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!,happiness
1957191331,Trying to sleep without any pills... Not working. 3am and wide awake. But now it's too late to take them because I'll sleep til 3pm,worry
1957191437,Phone will die soon. What to do now? Oh no!,worry
1957191516,Sorry was that mean,sadness
1957191630,Forgot my power cable at home today,worry
1957191925,I can't sleep. I can't find my grandmother's quilt or locket. I'm sick at myself cause I may have lost them somehow. Or they were stolen,worry
1957192084,@ZachMoore1 I thought I was going to see a pic of your clean car,worry
1957192167,@hot30 i want to! but im not over 18 and t&amp;c says over 18's only  wanna make an exception for me ;),worry
1957192307,"@ingridkerr No, but it does amazing things with keeping all your online conversations in one place... unfortunately that place is Google",worry
1957192397,"@rscheuer sorry, is only in spanish for the moment",sadness
1957192464,@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away!,worry
1957192594,must clear out my DVR... getting rid of it tomorrw.,fun
1957192967,I signed up for an account on a political website so I could post a comment but it isn't working.,neutral
1957193010,How Come I Can Never Sleep Past?? Not Good,neutral
1957193022,@Sageey My public talk in July got canceled and I don't know why.,worry
1957193805,@typicalrouse I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def,neutral
1957194036,"Feeling so rough today, just want a cuddle and some sleep",worry
1957194329,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,happiness
1957194339,"@portugaltheman Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too",worry
1957194454,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda,sadness
1957194726,has an exam at 10am - I slept about 3 hours last night,neutral
1957194802,not well,sadness
1957194936,@Miss_Rain oh what the hell  way to tell me.,sadness
1957195159,Wish I lived in or atleast relatively close to Ohio!   Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year.,neutral
1957195244,@theblackestsea oh crap!!,sadness
1957195455,so carlie came over and she fell asleep on me,happiness
1957195514,@3Gguy and within a short time of the last clue all of them,neutral
1957195703,my phone still doesnt tweet,neutral
1957195915,"@blindcripple Good idea Brain, you can't not be on Twitter...",neutral
1957195949,@shaundiviney i didnt get the msg!! :'( but i bought princess,sadness
1957196074,@mrskutcher just checked library website and girl with dragon tattoo is checked out,neutral
1957196764,first puppy gone 2 new home.,worry
1957196825,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude...",sadness
1957196855,"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor",sadness
1957197501,feeling extremally ill,worry
1957197786,@Madush oh my... now im offended.  ha,sadness
1957198430,I'm at work,neutral
1957198551,&quot;my name is Tony!!!!!! ...not hey!!!!&quot; -  poor tony,worry
1957198598,"@portugaltheman @liftingfaces Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too",neutral
1957198802,back time.  I wish I was a teenager again. I wish I could feel healthy again. I can't remember what it's like to feel healthy anymore.,worry
1957198814,The 3d version of Up sold out   regular version it is!,sadness
1957198981,"@YEPNAYDEA I don't have ur #...anymore, I think!!",worry
1957199055,@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend,sadness
1957199368,"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",happiness
1957199558,@CheetahmamiBia oooo ok   why  havent you accepted my friends request,neutral
1957199632,Damn i have something to say and no one is listening,worry
1957200791,just got home after killing a possum,neutral
1957201369,@Jessicaveronica OMG YAYA!!! we put you #5 please not the end of the year,worry
1957201670,I miss the old healthy me and I am loosing faith that I ever will be again,worry
1957202373,@Jukie_08 hell yeah! i missed u last nite  lol do u like my opinion?,fun
1957202477,"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks  i wish i didn.. http://tinyurl.com/lk9ag8",worry
1957202674,... that's all,neutral
1957202990,Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected.,worry
1957203110,@allyycase suuure,happiness
1957203255,@anshprat yahoo maps! lots more to desire #yahoo,neutral
1957203256,I miss my daily quotes! Why don't i get them anymore? @sschabowski am I kicked from your mailinglist?,worry
1957203878,now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?,sadness
1957204382,@MateRiaLGirL1 I won't b hereeeeee. Imma b in georgia  and then I'm off to LA. Grrrrrr!,worry
1957204499,"@sensonize ohh sorry , thats someone else's pic  my bad",worry
1957204516,"Missed my train by 5 secs  yesterdaynight knijp, jaap &amp; flashback. Now sitting on the blisters. If you know what I mean. ;)",worry
1957204629,Why am I still upppp????? LOL.  Work in less than 5 hours.,worry
1957204970,bed. with stomach ache,sadness
1957205389,@Bam_Hall Is that why you aint answer my call? Thought we were homies!?,worry
1957205446,gnite  Fukn Nite * wanted sum {pinga} but couldn't get any,worry
1957205912,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts",neutral
1957206063,lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one,sadness
1957206142,finally accepting the fact that all cute guys are taken,sadness
1957206336,"Finally watched the rest of The Guild Season 2. I always feel so sorry (and hopeful at the same time) for your char, @feliciaday",worry
1957206343,@debbylovespr I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.,neutral
1957206844,goodnight everyone.,neutral
1957207318,@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.,sadness
1957207392,@IsaGoksu  http://yfrog.com/11z2ip  nothing there,neutral
1957207790,"Just spoke to Keith Urban's record company, we can't get him on the show till we're back from holidays  sorry Jack, we're trying mate!",worry
1957208359,Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc ... I still can't believe they won't renew TSCC,worry
1957208462,Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.,sadness
1957208989,@HoptonHouseBnB now theres a thought .... do you still get goldfish at the fair ?? not seen them for years,worry
1957209074,@cocoy @mike_online That's the sad thing about it.,worry
1957209188,ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!,happiness
1957209459,"Oops, Corey saw my last tweet. I guess I'M not getting laid tomorrow.",worry
1957210996,feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa,worry
1957211180,I dont get twitter  Someone help me!,worry
1957211192,"up early again  loads to do- but the suns out, hurrah!",happiness
1957212416,"really, realy want a netbook. mrr. Techno-lust sucks",neutral
1957213189,@BevJack Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.,happiness
1957213250,Matty is le tired.,sadness
1957213679,watching two of my patients die tonight has put me in a funk. one was young.,worry
1957213816,@RichardGiles mine pools... just in someone elses pocket,neutral
1957214477,"The Aila Cyclone left my house in Calcutta with a broken sunshade, balcony and a huge branch of tree thru our bathroom window.....",worry
1957214583,@hot30 guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!,worry
1957214887,@NellaGrl not really having a good night... missing my little girl...,sadness
1957215551,@ndrew10 I know!!!! He didn't ask me,neutral
1957215920,Nite Tweeple.  Tomorrow will be day 25 at work.,sadness
1957215947,@MrsSOsbourne Ozzy isn't following you yet,neutral
1957216150,Ahh man up and getting ready for work  I wanna sleep!!!,sadness
1957216446,@JasmineCJones  I was just thinking the same thing! I love our morning chats! We totally need 2 live 2gether full time. Lol,sadness
1957216776,Wish I was at sri panwa now,sadness
1957216783,i wish i was at @angelcore's burning trees and trying on dresses...,fun
1957216827,I just spent 2 hours playing TF2 and I don't think I'm any better at it than when I started.,fun
1957217150,@tanyaDlove whats up? im sad  you didnt text today.,worry
1957218546,I hate TweetDeck when it reaches access limits,neutral
1957218626,"have to wear my glasses today, cos my right eye is swollen and i don't know why",worry
1957218667,@ANAIZZ you might want to get some rest...i promise you wont retain the knowledge sleepy,neutral
1957218733,@lizhodgins I heard your moving to Sydney next year im not happy,worry
1957219010,"wants to listen to musiq soulchild, but it is not on the iPod",sadness
1957219077,"still has half a math worksheet, science WB pages + worksheet, and english to go! feels a sniffle and dry eyes coming along too.",worry
1957219264,i miss seeing fireflies.....,sadness
1957219313,Never has a chance of sleeping before midnight  my mind is so tired......,worry
1957220173,happy to b home .. then my mind wanders an I can't sleep,worry
1957220978,weebo is dying,worry
1957221717,4 cases of swine flu!,worry
1957222771,"@relly1 Hopfully a quiet one @ home,,, No cash to do anything  Then u coming 2 the pub 2moz 2 watch the Pups???",worry
1957222804,Got a flat on the way in today - Pot hole. Another thing to tick off the &quot;crap things that can happen in a week&quot; list,worry
1957223393,@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry,sadness
1957223405,@FrankieTheSats people are pathetic  how do u know some one is trying?,worry
1957223703,@ColeDavid had  a little family party tonight   hope it rocked,happiness
1957223709,Complicated with a dream,worry
1957224360,Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can't sleep n tomorrow.  back 2 the ole job. @pattymlt got my game face on!,sadness
1957224368,@Saresa And I feel your pain.,sadness
1957224712,2orw!!!!! Nooooooo I want to go back to Newcastle!!!!,sadness
1957225471,"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday",sadness
1957225624,"meh, almost didn't sleep, ain't finished anything, I'm close to cancel the Dokomi",worry
1957226827,"Hospitals unnerve me  ~  waiting for the Doc, flipping thru magazines  ~",worry
1957226828,"@Wolfie85 @christelmcr Ah  sameway Yet,@mikeyway has 2006 votes ((.We need more vote :'D",neutral
1957227060,I want a Monte Cristo sandwich sooo... BAd!!!,neutral
1957227127,"Awake, no migrane (yey) but tummy is hurting, evil IBS",worry
1957227155,Just finished watching &quot;Marley and Me&quot;,neutral
1957227521,@Jessicaveronica you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!,sadness
1957227794,@GeoffComma no fair,neutral
1957227877,@rsuenaga im not at litle oven tonight,worry
1957228259,wow i'm really reallly ill,worry
1957228264,"Nina was on my lap, but just decided to jump off",neutral
1957228324,"the swine flu is in robina, gold coast",neutral
1957228449,I'm going to miss Miss Suhana,sadness
1957228670,Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio,sadness
1957228684,mary hates me again  i wana walmart it butno one wants to go,worry
1957229464,is feeling really sick,worry
1957230282,Def wants to cuddle it out maybe play but has no one to do it with the bc is far away,neutral
1957230433,My face an my arms. Tragic. Seriously.,worry
1957230653,@andyclemmensen you didnt send me the text,worry
1957231223,Damnit. I have run out of candy coated books.,worry
1957231837,Gotta go back out there.,neutral
1957231863,I don't remember what i text to twitter to get a list of commands  halp,neutral
1957232619,is it unny today or not? taking too long to decide haha. i wna get a tan,fun
1957233475,@gettothefalcon i miss that too,neutral
1957233540,tummy hurts,worry
1957233877,I should go get a life. Sam just texted me 'Phuture tonight?'  http://sgBEAT.com/pic/81/,sadness
1957234958,I cant watch anythgin till tonight,neutral
1957235120,sad that will have to leave my beautiful apartment,sadness
1957236286,"@workhomexpert Nope, re-reading it all over again.     No offense meant",neutral
1957236672,@greco31 I've been trying not to think about that!,sadness
1957236960,Jay Leno has one more show left as the host of The Tonight Show,neutral
1957237366,sitting in school  sucks to be me!,worry
1957237641,@TLuke08  sometimes going and doing other stuff cures that,neutral
1957237879,Ew I have creepy followers,worry
1957238263,Insomniaaaaaaa..... all night trying to get a sleep... no luck... and now have to work,worry
1957238377,..i graduate today,neutral
1957238515,Waiting on the bus! I miss my car,sadness
1957238725,"says I'm still dreaming about that Nikon D60..erRr!  *ate, kuya **PLEASE** lang* huhuh http://plurk.com/p/wxrx5",sadness
1957238908,@504chucky whats with u hating on becky soo much? ur bio says ur nice....guess not,neutral
1957239393,@Muhammad_Adel they didn't reply yet.. wait till they confirm.. in case somebody might have translated it already..,worry
1957239436,It is kind of lonely when nobody will answer their phone.,sadness
1957239570,Rest In Peace  ADaM 12 &amp; GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,sadness
1957239652,It was my baby bros last time singing in front of his school  im so so proud of him !!! but when did i get old  im only 22!,worry
1957240070,http://twitpic.com/664oz - this is what happens when i have no models,worry
1957240397,"can't find Skins on the stacks, @milosundae  90210/The Hills? wdyt?",worry
1957241391,@Salamandroid its not just you - its properly dragged this week,neutral
1957241621,I still miss him... And i dont think he's coming back,worry
1957241801,looks can be deceiving,neutral
1957242084,"is having the worst week, things really do happen in threes",sadness
1957242310,My tummy still hurts  another cubs game tom...goood night.,worry
1957242838,@katrinalmoreno and im an idiot for missing their last show,sadness
1957243299,Week-end is over and now it's time to get back to work,neutral
1957243451,@TreverKeith come back to Perth     I missed the show here!,worry
1957243682,"Summer is about to end.  For some, it's just about to start. Hahah.",neutral
1957243718,My baby was so drunk I brought her home for an hour to pass out then carried her to the car,worry
1957244220,@JonConnelly You can vote every 20 mins I'm on page 2   http://twurl.nl/hxux3o,worry
1957244523,I can't find my ipod,worry
1957244537,"@toddh3284 T, im sooooo bored right now",neutral
1957245151,@CHARITY_GANT popularity contest and they think twitter will help.... and it's become trendy,neutral
1957245396,madd bored,neutral
1957245567,"@allysonalfonso yeahh, yeah its the hifi lol. grr dads being a pain, he said if i dont find anyone to go with i cant go :@",worry
1957245632,My wife can't get on the guest list for tomorrows show because it doesn't exist. LAME. I guess no wife at the show.,neutral
1957245904,"I just watched 7 pounds, maaaannnnnnnnn!",fun
1957245960,@chuybe. you left me first .. and left your bed here for me to look at,sadness
1957246195,finally off to bed almost everything is packed gotta be up in about 6 hours to get ready for a double shift of work,worry
1957246312,My throat hurts and I can't sleep.,worry
1957246875,i pulled a muscle in my neck this morning just feels like its getting more sore,worry
