"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location"
"Tue Sep 26 03:53:47 +0000 2023","1706517394246820248","njink kalo tiktokshop ditutup lantas para remaja kesukaan wota yg gemas nan lucuu itu mau jualan erigo dimana lagi?","0","1","1","43","in","1455170377307488259","1706517394246820248","betaburannnnnn","https://twitter.com/betaburannnnnn/status/1706517394246820248","",""
"Wed Oct 18 15:27:13 +0000 2023","1714664437511246021","Asli ya  mana akhir bulan lagi trus erigo pun menanti. Sapa mw di ajak keliling kampung? Km yg keliling aku yg jaga lilin. 🕯️🕯️","0","2","0","27","in","824034858766696449","1714664437511246021","100riburupiah","https://twitter.com/100riburupiah/status/1714664437511246021","","tetangga oknum S&G"
"Sun Oct 08 23:38:28 +0000 2023","1711164184485085208","9 chekicha 10 live erigo (?) 11 release sayonara crawl  Padet betul jadwal cici cici ini 🫡🫡🫡","0","0","2","60","in","51422730","1711164184485085208","agnescia","https://twitter.com/agnescia/status/1711164184485085208","",""
"Mon Sep 25 03:22:02 +0000 2023","1706147018534752351","Hari ini erigo live 🙌","11","433","199","10927","in","1222075070404689922","1706147018534752351","L_MarshaJKT48","https://twitter.com/L_MarshaJKT48/status/1706147018534752351","","Jakarta"
"Sun Sep 17 03:28:16 +0000 2023","1703249485567316142","Gapunya Miko 🥲 @erigostore  #jeketiselcaday #erigo https://t.co/g0skqEOxVw","0","3","5","35","in","400668268","1703249485567316142","Vebritaa_RC","https://twitter.com/Vebritaa_RC/status/1703249485567316142","https://pbs.twimg.com/media/F6MoXr7a4AA_ObS.jpg",""
"Mon Sep 04 03:57:43 +0000 2023","1698545851831123997","Erigo T-Shirt Basic Series Chika JKT48   https://t.co/3l00uqczni https://t.co/pa8askP0Tz","0","0","42","51","in","938461939","1698545851831123997","patchanaan","https://twitter.com/patchanaan/status/1698545851831123997","https://pbs.twimg.com/media/F5Jycyxa4AAkX1s.jpg","West Java, Indonesia"
"Sun Sep 17 00:01:52 +0000 2023","1703197540215402903","Sing penting ada Erigo Erigonya .. Tipsal ya buat yg vc Freya hari ini ..  @erigostore @Freya_JKT48  @FreyanationID   #JSD #JeketiSelcaDay https://t.co/s41ciQTW2F","1","1","8","74","in","404509480","1703197540215402903","massmull_","https://twitter.com/massmull_/status/1703197540215402903","https://pbs.twimg.com/media/F6L5GrLakAA4IOG.jpg","Tangerang"
"Thu Sep 07 14:09:08 +0000 2023","1699786884891972073","Giveaway 1 kaos Erigo Indah ukuran XXL (biaya pengiriman ditanggung pemenang  atau mau COD FX juga bisa)  Syaratnya?  Tebak berapa hari Phukkhom jadi Kami-Oshi di app iAM48 gw per tanggal 7 September 2023.  1 akun jawab 1x  jika jawab 2x maka yang diambil jawaban pertama.  (Tidak… https://t.co/OAn13PXcNr","1","105","42","91","in","589862686","1699786884891972073","Zhudi_Setiawan","https://twitter.com/Zhudi_Setiawan/status/1699786884891972073","https://pbs.twimg.com/media/F5bbINcawAAfyE4.jpg","Di sini"
"Sun Sep 17 01:30:52 +0000 2023","1703219937974906960","beda background dikit ga ngaruh🤏😁  ps : baru inget punya erigo edisi lama tapi sama warnanya @erigostore #jeketiselcaday https://t.co/hcT2ZBe0OT","1","7","14","155","in","1455170377307488259","1703219937974906960","betaburannnnnn","https://twitter.com/betaburannnnnn/status/1703219937974906960","https://pbs.twimg.com/media/F6MNfyMaAAAr_wF.jpg",""
"Sat Sep 23 06:06:30 +0000 2023","1705463633663398088","Yaudah nih  Giveaway E-Wallet 100k buat 1 orang  Syaratnya: - Like + RT - Reply foto oshimu* yang lagi pake produk erigo *yang ga punya oshi bisa pake kesayangan atau pinjem oshi temen  End besok jam 12","2","316","297","352","in","793944168888291328","1705463633663398088","itsdarKev71","https://twitter.com/itsdarKev71/status/1705463633663398088","","Jeane's Heart "
"Sun Sep 17 02:57:53 +0000 2023","1703241837321044126","#jeketiselcaday kali ini need a bit more effort  karena pengen samain detailnya🥹🤎 @N_ShaniJKT48   Tshirt and Flannel by Erigo @erigostore https://t.co/E0Cb1BuLFg","3","7","20","261","in","1625010375052918784","1703241837321044126","forshndira","https://twitter.com/forshndira/status/1703241837321044126","https://pbs.twimg.com/media/F6Mhasna8AAgUOP.jpg","Shn."
"Sun Sep 17 09:02:30 +0000 2023","1703333595967078840","🦖😴  @A_ZeeJKT48 @erigostore #jeketiselcaday #erigo (Meratapi kalo tak verif) https://t.co/tf5gWbrHjy","0","1","3","21","in","400668268","1703333595967078840","Vebritaa_RC","https://twitter.com/Vebritaa_RC/status/1703333595967078840","https://pbs.twimg.com/media/F6N03S_aIAAt50L.jpg",""
"Fri Sep 22 23:21:03 +0000 2023","1705361597789774052","Trims erigo 😋  maybe kupake beberapa bulan lgi  @erigostore @A_MutheJKT48 https://t.co/Ny08dt5Wih","0","0","4","24","in","1684599864251056128","1705361597789774052","Jezakik","https://twitter.com/Jezakik/status/1705361597789774052","https://pbs.twimg.com/media/F6qpVBqbYAAS4Ru.jpg",""
"Sun Sep 17 08:06:23 +0000 2023","1703319475179888688","tidak lupa pakai erigo hihi #jeketiselcaday @erigostore https://t.co/h1UV9L04oC","0","0","1","5","in","515151856","1703319475179888688","not_saa","https://twitter.com/not_saa/status/1703319475179888688","https://pbs.twimg.com/media/F6NoB8daYAAjGcv.jpg","Pacitan, Indonesia"
"Tue Sep 19 04:29:49 +0000 2023","1703989749449662575","#Ashelasa dari min erigo  soalnya acel ga ngasih🥲💔 https://t.co/K7YdIdag2e","0","0","4","19","in","1478317052821532672","1703989749449662575","lauvacel","https://twitter.com/lauvacel/status/1703989749449662575","https://pbs.twimg.com/media/F6XJoQ5agAA7maG.jpg","DKI Jakarta, Indonesia"
"Fri Sep 29 04:33:25 +0000 2023","1707614534813594028","mimin erigo supportif banget :( @erigostore https://t.co/M3UygMN4FL","1","4","0","293","in","1347808738422317059","1707614534813594028","Limbahbaru","https://twitter.com/Limbahbaru/status/1707614534813594028","https://pbs.twimg.com/media/F7KqXUeboAAyoKG.jpg",""
"Sun Sep 17 03:44:50 +0000 2023","1703253652541264001","Kocak bat muka lu niruin kiti @IvanRamdan5.  kagak make baju erigo boleh ikutan kagak min? @erigostore  pas acara phi sisca harus pake batik soalnyaa  #jeketiselcaday https://t.co/mhdZ2kNn5U","0","2","3","53","in","1391248936300466176","1703253652541264001","botemmn","https://twitter.com/botemmn/status/1703253652541264001","https://pbs.twimg.com/media/F6MsFb6a0AA3T25.jpg","Kalo bukan chika, siapa lagi?"
"Mon Sep 18 12:12:19 +0000 2023","1703743752928657409","Ashel - Hissatsu Teleport ngebut at Live tiktok Erigo https://t.co/obKyabk97n","0","0","1","9","in","1534219663877771264","1703743752928657409","HagedotID","https://twitter.com/HagedotID/status/1703743752928657409","https://pbs.twimg.com/ext_tw_video_thumb/1703743570090524672/pu/img/Z78Y__qkn-7ty1cD.jpg",""
"Sun Sep 17 11:54:06 +0000 2023","1703376780613337092","WTS Erigo x JKT48 Freya UK XL https://t.co/yYah3FKkVk","0","2","1","8","in","1488295205321129985","1703376780613337092","124Idol","https://twitter.com/124Idol/status/1703376780613337092","https://pbs.twimg.com/media/F6OcI5ObUAAwEGe.jpg",""
"Wed Oct 04 15:05:43 +0000 2023","1709585598577832381","@Echa123417 Harapannya seperti itu tapi kita liat nanti. Yang pasti pas terakhir shani ke kantor ketemu juga ama pak sadad terus si bos bilang ke cici selepas lulus nanti kalo ada butuh apa-apa kabarin aja  erigo pasti support terus.","4","32","41","390","in","863510606","1709584546164044227","erigostore","https://twitter.com/erigostore/status/1709585598577832381","","Jakarta Capital Region"
"Mon Sep 18 12:32:40 +0000 2023","1703748875054616660","Ashel - Fortune Cookie Yang Mencinta at Live Tiktok Erigo part 1 https://t.co/OGh5WsoAd8","0","0","3","21","in","1534219663877771264","1703748875054616660","HagedotID","https://twitter.com/HagedotID/status/1703748875054616660","https://pbs.twimg.com/ext_tw_video_thumb/1703748687929942016/pu/img/IQ0eXTN6qCK-aBV1.jpg",""
"Wed Sep 20 12:39:01 +0000 2023","1704475246458511787","Erigo adalah brand clothing nomor satu di dunia.  Bajuku erigo  kemejaku erigo  jaketku erigo  bahkan sampai nama ktp-ku erigo!","0","1","5","51","in","1585129534080548865","1704475246458511787","officialSJW48","https://twitter.com/officialSJW48/status/1704475246458511787","",""
"Mon Sep 11 12:19:59 +0000 2023","1701208969552019942","@erigostore kalo promo erigo gapapa deee ✌️😋 https://t.co/FyqTtnEsTi","0","0","21","449","in","1046740911483314176","1701206654552019023","ZeeMotionID","https://twitter.com/ZeeMotionID/status/1701208969552019942","https://pbs.twimg.com/media/F5voitJaAAAuQdl.jpg","Indonesia"
"Thu Aug 31 08:54:01 +0000 2023","1697170867342709206","see u live erigo bentar lagiiii‼️‼️🤙🏻 https://t.co/CwHmGXTQ4K","14","149","646","11157","in","1487072752955658243","1697170867342709206","SP_IndiraJKT48","https://twitter.com/SP_IndiraJKT48/status/1697170867342709206","https://pbs.twimg.com/media/F42P4o5akAArBGR.jpg",""
"Thu Aug 31 13:07:42 +0000 2023","1697234709104017488","udah erigo banget belum min? @erigostore https://t.co/F1NNhQmqcV","1","18","6","485","in","1402127096588034048","1697234709104017488","chelweirdos","https://twitter.com/chelweirdos/status/1697234709104017488","https://pbs.twimg.com/amplify_video_thumb/1697234597191573504/img/lObKGC4g2bOvIMbm.jpg",""
"Sun Sep 17 06:51:02 +0000 2023","1703300513486582228","kak onil  kamulah emoji favoritkuu @C_OnielJKT48 ✌️  keren banget kaos emoji seriesnya min @erigostore   makasih juga kak lulu dan kak callie udah mau diajak foto @__chl03k_ @Si_RusaMilitan @A_LuluJKT48 @AW_CallieJKT48 #jeketiselcaday #erigo #emojiseries https://t.co/0CNzxooyqr","6","20","90","546","in","797894473","1703300513486582228","dimasariadita","https://twitter.com/dimasariadita/status/1703300513486582228","https://pbs.twimg.com/media/F6NWyUracAA4uIb.jpg","Semarang"
"Tue Sep 05 09:08:36 +0000 2023","1698986476913279077","Terima kasih untuk yang sudah menonton Mpok @S_GraciaJKT48 di live @erigostore hari ini! 💚 makasih juga mimin Erigo sudah mendatangkan Odel2 untuk mpok Gracia 😂 https://t.co/jKV9UPkqlM","2","2","96","885","in","2293846032","1698986476913279077","GraciasFans_INA","https://twitter.com/GraciasFans_INA/status/1698986476913279077","https://pbs.twimg.com/media/F5QDJYebIAAAAuD.jpg",""
"Wed Aug 30 00:21:11 +0000 2023","1696679423150547387","T-Shirt Erigo x JKT48 ✧  - https://t.co/ApMfJ5lsh9 Gracia - https://t.co/Pd1qomlVDS Feni - https://t.co/aUF4aRepY3 Zee - https://t.co/VkKcEjAQ68 Shani - https://t.co/WSxkQhzkOR Olla - https://t.co/6bQGMhawJi Indah - https://t.co/qWj17uNhtg Lulu - https://t.co/WBXgYCMlMP Lyn https://t.co/Owl1DxxUIF","0","0","55","61","in","1690572066200911872","1696679423150547387","flashsalesopi","https://twitter.com/flashsalesopi/status/1696679423150547387","https://pbs.twimg.com/media/F4vQ7dhbEAARdOy.jpg","DKI Jakarta, Indonesia"
"Thu Sep 07 07:51:56 +0000 2023","1699691959705837875","tapi masih aneh liat jungwoo bawa tas gede biasa pake slempang abang2 erigo skrg tasnya gede bgt bjir isinya sertifikat tanah apa gmn https://t.co/jiE6MYRLkc","5","6","14","55","in","1523865238734401536","1699691959705837875","sugaringcondet","https://twitter.com/sugaringcondet/status/1699691959705837875","https://pbs.twimg.com/media/F5aE0htaUAAHpUq.jpg",""
"Wed Sep 06 02:18:43 +0000 2023","1699245716177346823","/info cek promo SOS di Tokopedia deh  jaket erigo cuman 60rb 😀😄 https://t.co/5oqSpSmWUN","0","5","9","16","in","1621414146863697920","1699245716177346823","tokekgofess","https://twitter.com/tokekgofess/status/1699245716177346823","https://pbs.twimg.com/media/F5TuvjxawAACMpy.png",""
"Wed Sep 13 12:25:59 +0000 2023","1701935253089337648","Bebas asal produk erigo kak ✌🏻","0","11","7","844","in","863510606","1701935253089337648","erigostore","https://twitter.com/erigostore/status/1701935253089337648","","Jakarta Capital Region"
"Tue Sep 05 09:37:12 +0000 2023","1698993673802031578","@erigostore makacii erigo best bgt deh pokoknua🫶🏻🫶🏻","0","56","107","5577","in","2397676153","1698992492744737279","S_GraciaJKT48","https://twitter.com/S_GraciaJKT48/status/1698993673802031578","","Jakarta Capital Region"
"Wed Aug 30 00:27:31 +0000 2023","1696681014658273360","T-Shirt Erigo x JKT48  - https://t.co/eQNp7WjrWW Sisca - https://t.co/ECaik59xVl Ashel - https://t.co/4TXV8WoYRn Amanda - https://t.co/gRCYGVJqTn Fiony - https://t.co/L4RqoBf2UK Lia - https://t.co/BA1E9n7odf Callie - https://t.co/AoQHRasCNu Chika - https://t.co/QOEnDmfJui Raisha https://t.co/NzA7nMrdGK","0","0","22","24","in","1690572066200911872","1696681014658273360","flashsalesopi","https://twitter.com/flashsalesopi/status/1696681014658273360","https://pbs.twimg.com/media/F4vSYGqa0AAR2h0.jpg","DKI Jakarta, Indonesia"
"Sun Sep 17 03:15:32 +0000 2023","1703246278019383760","Walikota solo Gibran Rakabuming Berhasil membawa Batik solo ke New York Amerika serikat dan tayang di Billboard sebagai mana produk Lokal Erigo juga dulu pernah tampil disana  Ahok Dita Karang Jokowi  Museum Gajah https://t.co/GqOavP1JCi","0","3","1","3","in","2627315205","1703246278019383760","kjJUSTDOIT","https://twitter.com/kjJUSTDOIT/status/1703246278019383760","https://pbs.twimg.com/ext_tw_video_thumb/1703246240186818560/pu/img/TxB9XWs5nNF9K407.jpg","Jakarta Selatan, DKI Jakarta"
"Tue Aug 29 04:42:58 +0000 2023","1696382913796084148","Akun erigo u bajak juga ya? @A_ChristyJKT48 😭😭😭","0","21","13","504","in","2352960692","1696382913796084148","Christyzer","https://twitter.com/Christyzer/status/1696382913796084148","","Jakarta, Indonesia🇮🇩"
"Mon Sep 18 04:26:00 +0000 2023","1703626402409632146","Oiya untuk hari ini jangan lupa saksikan Live Tiktok Erigo With @S_AshelJKT48 ya fellas~  Cepat stand by dari sekarang  dan dimulai pada jam 16.00 WIB🫵🏻 https://t.co/ik5zbunw5n","0","1","21","240","in","1642896983357812743","1703626402409632146","Ashelytic","https://twitter.com/Ashelytic/status/1703626402409632146","https://pbs.twimg.com/media/F6R_LlRacAAcKbl.jpg",""
"Tue Sep 19 11:42:50 +0000 2023","1704098720998977841","Ga berasa ya moment" Erigo &amp; Zee sudah ± 1 tahunan https://t.co/FKfJB28ffz","0","1","2","33","in","1438324229993160705","1704098720998977841","Fadirru","https://twitter.com/Fadirru/status/1704098720998977841","https://pbs.twimg.com/media/F6YswYpb0AAbNtk.jpg",""
"Tue Aug 29 08:45:30 +0000 2023","1696443949907657125","@erigostore Erigo ku yg pertama https://t.co/qLwogh47dP","1","1","3","39","in","2303201406","1696443548487549432","DagDigDugDeerr","https://twitter.com/DagDigDugDeerr/status/1696443949907657125","https://pbs.twimg.com/media/F4r6yC2boAE3R18.jpg","Surakarta, Jawa Tengah"
"Sat Aug 19 06:59:17 +0000 2023","1692793340163715328","besok besok gausa beli baju erigo","0","0","4","2","in","1143824299142176771","1692793340163715328","tsaqifalmajid18","https://twitter.com/tsaqifalmajid18/status/1692793340163715328","","Blitar, Jawa Timur"
"Thu Sep 07 06:49:30 +0000 2023","1699676247620768104","Dah sampai T-Shirt km de @AM_EllaJKT48 part 1 Nunggu yg Erigo 🥲 Doain ga dimarahin mama beli T-Shirt mulu ☝🏻 https://t.co/uXfpC73dKN","0","6","0","9","in","240014439","1699676247620768104","RossaGhea","https://twitter.com/RossaGhea/status/1699676247620768104","https://pbs.twimg.com/media/F5Z2iAzbkAA4J1c.jpg",""
"Tue Aug 29 04:25:26 +0000 2023","1696378502730395860","💥 FLASH SALE Rp9.000 💥 ⏰ 12.00 WIB || 29 AGUSTUS  Erigo Short Shirt Quincy Green https://t.co/hmst0F6zJB  Flash sale menarik lainnya bisa dilihat disini: 👉🏼https://t.co/I1sE5v1YVQ https://t.co/4h896gPuHx","0","0","1","4","in","801792028329803776","1696378502730395860","cahayasahabat_","https://twitter.com/cahayasahabat_/status/1696378502730395860","https://pbs.twimg.com/media/F4q_Qhda0AAe0KO.jpg",""
"Sat Sep 23 12:33:57 +0000 2023","1705561135410450642","Gaes ada yag mau barter kaos Erigo Manda ga ? Punya gua L nyari M.  Belom di pake sama sekali baru dateng https://t.co/UMNnkab6Lg","0","1","3","11","in","1296656914391040000","1705561135410450642","Ryuuxx4","https://twitter.com/Ryuuxx4/status/1705561135410450642","https://pbs.twimg.com/media/F6te0AmakAA5Ey3.jpg",""
"Wed Sep 13 13:07:39 +0000 2023","1701945739570815135","emang ada foto zee pake baju baseball erigo????😭😭😭 kok sy gatau😭☝🏻","0","8","9","532","in","1513627725658873856","1701945739570815135","immasimperr","https://twitter.com/immasimperr/status/1701945739570815135","","Indonesia"
"Mon Aug 21 07:59:21 +0000 2023","1693533230820167943","Schedule JKT48 di tanggal 26 Agustus: 1. Wiralodra Festival  Indramayu 2. Borneoland Festival 2023  Pontianak 3. AniManGaki 2023  Kuala Lumpur Malaysia 4. NIVEA MEN  Surabaya 5. Live bareng Erigo✨ https://t.co/zoxxwb7O4Z","84","69","185","1789","in","1259705214224883712","1693533230820167943","48timee","https://twitter.com/48timee/status/1693533230820167943","https://pbs.twimg.com/media/F4CjfiVbYAAFksx.png","Jakarta Selatan, DKI Jakarta"
"Mon Aug 28 07:20:39 +0000 2023","1696060209490481325","Flora Shafiqa Riyadi wore Erigo Flannel Pulchra Blue. #JKT48Fashion https://t.co/OzKSuuk8Eh","0","1","12","187","in","821057464523100166","1696060209490481325","fashionjeketi","https://twitter.com/fashionjeketi/status/1696060209490481325","https://pbs.twimg.com/media/F4mdwt-bMAAdFJX.jpg","Boutique"
"Sun Aug 20 02:27:19 +0000 2023","1693087284453838888","CHART KOSA KATA JEKETIAN MINGGU INI  1. Erigo (+6) 2. Klarifikasi/speak up (+8) 3. Wotarzan (NEW) 4. Sebar PM (+4) 5. Malaysia (NEW) 6. Masak (+3) 7. Konteks (+1) 8. Nivea (NEW) 9. TALK TO MY HAND (NEW) 10. Sts indo (NEW) 11. Body shaming (+1) 12. Wotang (-4)  Apa lagi?","1","8","27","367","in","1468163279264518150","1693087284453838888","ledekrepp","https://twitter.com/ledekrepp/status/1693087284453838888","","A9"
"Fri Sep 01 12:47:42 +0000 2023","1697592063368519934","Indira Seruni with Erigo https://t.co/Du6mOniYJ2","0","0","2","16","in","1534219663877771264","1697592063368519934","HagedotID","https://twitter.com/HagedotID/status/1697592063368519934","https://pbs.twimg.com/media/F48O-1baAAA-9S0.jpg",""
"Tue Sep 05 16:35:08 +0000 2023","1699098850064224607","@letsgetc00kie itu timoti hoodienya erigo  motornya aerox","7","9","22","387","in","372303266","1698998660024152184","knowbylee","https://twitter.com/knowbylee/status/1699098850064224607","","stray kids"
"Sun Aug 27 08:00:10 +0000 2023","1695707763492667812","⚠️ HELP RT ⚠️  — berita kehilangan  JAKET / VARSITY JKT48 ZEE ERIGO   adekku kehilangan sekitar tanggal 30 juli waktu ada event gs HiVi di amplaz / ambarrukmo plaza jogja  please guys bantu karena dr pihak mall gak nemu samsek  yakin bgt ada yg ngambil 😭💔 https://t.co/ouYMn8Yfw7","1","0","9","12","in","1341780004313550849","1695707763492667812","whyjisungpark","https://twitter.com/whyjisungpark/status/1695707763492667812","https://pbs.twimg.com/media/F4hdNYdaEAAE3n1.jpg","she/her; 21"
"Wed Sep 13 12:27:13 +0000 2023","1701935564256354345","Produk bebas asal erigo  mention @erigostore. Kalo follow  semaunya aja.","0","7","9","823","in","863510606","1701930458941214995","erigostore","https://twitter.com/erigostore/status/1701935564256354345","","Jakarta Capital Region"
"Thu Aug 24 11:43:24 +0000 2023","1694676778714087864","Erigo nih 29rb Kode toko : SHPERIEOV (diskon 10rb) Tambah diskon produk live 10rb (otomatis nempel) https://t.co/ipfqnJvWWn https://t.co/JfdeTPdyCR","0","3","0","14","in","1305090402626617344","1694676778714087864","xkode06","https://twitter.com/xkode06/status/1694676778714087864","https://pbs.twimg.com/media/F4Szi-3bYAACZLc.jpg",""
"Fri Sep 15 14:53:09 +0000 2023","1702697063228866576","SIALANNN  kaca indomaret kan tembus pandang nih trs w lg ngefoto jalan dr dalem indomaret  w lupa kl cas w ada pc ci shani nyaa abis itu w diliatin sm cowo pake ts erigo x jeketi punya zee. trs dia langsung ngomong sm temen sebelahnya abis itu megang² bajunya sambil ketawa²😭🙏","0","2","3","259","in","1398460363037831178","1702697063228866576","simpforshn","https://twitter.com/simpforshn/status/1702697063228866576","","shn n chk"
"Sat Sep 16 04:10:21 +0000 2023","1702897685848797331","Akhirnya sampe juga baju dino tonggos ini wkwkwkwk. Makazee erigo @erigostore https://t.co/p4nUuEt3Ti","1","3","0","19","in","545957760","1702897685848797331","agnezu_","https://twitter.com/agnezu_/status/1702897685848797331","https://pbs.twimg.com/media/F6Hoa05bUAAK2EH.jpg",""
"Tue Sep 05 09:19:57 +0000 2023","1698989333603303747","Terima kasih banyakkk tim Erigo yg udah bawain ondel-ondel untuk ci Gre si #gogreen ini. Kalo Grasiya ke sana lg request disambut Reog Ponorogo apkh bolech @erigostore @S_GraciaJKT48 https://t.co/K4F6GsiNf5","0","0","4","43","in","1131197913898442752","1698989333603303747","emaj7_","https://twitter.com/emaj7_/status/1698989333603303747","https://pbs.twimg.com/ext_tw_video_thumb/1698989091008937984/pu/img/C9ZPKSiDwkrZnH3w.jpg","masih keluar beli putu"
"Tue Aug 29 09:33:04 +0000 2023","1696455918131802248","kalo ini erigo zaman siapa min? jujur lupa😂 @erigostore https://t.co/l6ddnZQ0AM","0","15","0","30","in","527104888","1696455918131802248","zenfzn","https://twitter.com/zenfzn/status/1696455918131802248","https://pbs.twimg.com/media/F4sFp_DaQAA0xaM.jpg","DKI Jakarta, Indonesia"
"Sun Sep 17 09:06:10 +0000 2023","1703334520064528456","WTS T-SHIRT ERIGO × JKT48. 1. Fiony XL 2. Zee L 3. Chika L Harga by DM. Minat bisa dm. Bisa cod fx/kirim2. Siapa cepat dia dapat. Pembayaran bisa via transfer/gopay/ovo/dana  @Jeon_SungHye @raditzdj @Fjkt48Serang @FJKT48_Bandung @nekat48semarang @chaidirsetsuna @cwnsc_ @edrickojn https://t.co/ZmKr7PuA86","0","0","6","4","in","2821890812","1703334520064528456","sancai_damri","https://twitter.com/sancai_damri/status/1703334520064528456","https://pbs.twimg.com/media/F6N1rLdagAABMDX.jpg",""
"Fri Sep 15 10:59:41 +0000 2023","1702638312740241673","Saatnya ganti nama jadi Erigo  jadi gimana deck? Kuliah apa kerja? https://t.co/C0hTcwIgoM","6","0","9","0","in","2758709914","1702638312740241673","mouriella","https://twitter.com/mouriella/status/1702638312740241673","https://pbs.twimg.com/media/F6D8g8XaEAAR85j.jpg",""
"Sat Sep 09 16:08:22 +0000 2023","1700541666711748867","ini bakal plot twist g sih kalo syuting MV nya di SGP bareng sama liburan Erigo wkwk","7","8","2","102","in","1394249284736864258","1700541666711748867","vvotanet","https://twitter.com/vvotanet/status/1700541666711748867","","CARA KIRIM MENFESS"
"Sat Sep 02 12:29:14 +0000 2023","1697949804863906034","@mailxsss Semoga aj erigo cepat2 geluarin parfum x jkt48 biar banyak yg beli dan pake gk hanya pake kaos aja tp gk mandi","0","5","6","89","in","1408319121264025601","1697934623983214710","Eta51619355","https://twitter.com/Eta51619355/status/1697949804863906034","",""
"Wed Sep 06 21:03:44 +0000 2023","1699528835606483047","KAGET  mkasih ya etmin erigo. meme nya mmg lucu tp lebih lucuan km @S_GraciaJKT48 https://t.co/V4WMKn4724","0","3","0","14","in","1492886948712976384","1699528835606483047","deulovs","https://twitter.com/deulovs/status/1699528835606483047","https://pbs.twimg.com/media/F5Xwd8wbcAAvROK.jpg","she/her"
"Wed Sep 06 13:21:36 +0000 2023","1699412534720118801","Kapan yah geng rrg live di erigo wkwk pdhl beby udah lama pulang.","0","4","0","62","in","755758332636389377","1699412534720118801","nafidauty_18","https://twitter.com/nafidauty_18/status/1699412534720118801","","Martapura, Indonesia"
"Tue Sep 12 06:57:21 +0000 2023","1701490163598381081","yang co t-shirt erigo tanggal 18 kemaren ada yang udah sampe ngga?","0","7","0","11","in","1460512645442801666","1701490163598381081","itsrazeeee","https://twitter.com/itsrazeeee/status/1701490163598381081","","?"
"Thu Sep 14 06:22:22 +0000 2023","1702206136114643431","WTS T-Shirt Erigo X JKT48 Emoji Lulu size L. harga normal  masi baru aman👍🏼  bisa cod fx https://t.co/8Ry0h6wbY6","0","4","4","24","in","1478941976858750976","1702206136114643431","sabtnd","https://twitter.com/sabtnd/status/1702206136114643431","https://pbs.twimg.com/media/F59zbHKbMAAY29x.jpg","grc | azz "
"Sun Sep 03 12:35:28 +0000 2023","1698313759851245946","Erigo ngasi hadiah jalan2 ke luar negeri ke member krena brhasil jual 50rb baju  ini Jot ga mau ngasi hadiah ke shani krena bakal mau brhasil jual 10rb+ birthday t-shirt https://t.co/RJ68HlDcS4","33","78","41","897","in","1394249284736864258","1698313759851245946","vvotanet","https://twitter.com/vvotanet/status/1698313759851245946","https://pbs.twimg.com/media/F5GfXGnagAAWtIE.jpg","CARA KIRIM MENFESS"
"Sat Aug 26 03:16:45 +0000 2023","1695274053886726170","Jadwal member hari ini : 12 = show di Malaysia 13 = show di Wiralodra 2 = agenda Nivea Men di Surabaya 2 = live tiktok Erigo 7 = show di Borneo  36/43 Belum lagi ada yang latihan buat show Sisca besok dan ada yang lagi masa recovery ..  Semangat all member @officialJKT48 ..","4","13","108","1271","in","404509480","1695274053886726170","massmull_","https://twitter.com/massmull_/status/1695274053886726170","","Tangerang"
"Sat Aug 26 12:01:03 +0000 2023","1695405995479142601","Sehubungan dengan 2 mbax ku @H_EliJKT48 @A_GitaJKT48 sudah Live dan berjualan di @erigostore   Yg mau RT Like + Reply kasih semangat buat eli dan gita + proof follow @Helismiley_OFC Dan @gitroops  Tambahin HT #GitaEliMandaKangen   Closed pas mimin erigo udah kirim barangnya 😆 https://t.co/229RUlysrO","2","41","46","85","in","1395600037363601409","1695405995479142601","olenje_orange","https://twitter.com/olenje_orange/status/1695405995479142601","https://pbs.twimg.com/media/F4dKw4oaUAALots.jpg",""
"Sat Aug 19 13:54:00 +0000 2023","1692897706891759794","Fun fact w td mencoba batalkan pesanan.  Tapi sama pihak erigo nya gabisa alias menolak 🤣🤣🤣","0","1","7","8","in","240014439","1692897706891759794","RossaGhea","https://twitter.com/RossaGhea/status/1692897706891759794","",""
"Thu Aug 31 15:41:57 +0000 2023","1697273528096346475","NAHH TL ITU GINI COK  ELLA KANTOI  ELLA GAMBAR  ELLA NGELUCU  FOTO ELLA ERIGO  SELAIN IDOL JUGA BAHAS ONE PIECE ADEM BAT ADEM NIH!!!","0","2","1","6","in","1500708097773420545","1697273528096346475","dafaadrian_","https://twitter.com/dafaadrian_/status/1697273528096346475","","kosan manda"
"Wed Sep 06 12:23:05 +0000 2023","1699397809185976321","@discountfess pantengin dazzel  sea makeup  urban https://t.co/y4gpELmkqq  erigo  bitter sweet aja nder. tadi aku dapey dazzel me 27rb aja (liptint dan bedak) lumayan bngt walaupun gratongnya aku ga dapett🥹🤏🏻 https://t.co/USUwUCfwWg","0","1","2","5","in","1036885022257504257","1699397031914348605","itstiasa","https://twitter.com/itstiasa/status/1699397809185976321","https://pbs.twimg.com/media/F5V5TGqaQAA-HKG.jpg","Jakarta, Indonesia"
"Thu Sep 14 09:36:25 +0000 2023","1702254967074279898","Kaos erigo x emot jkt kalian udah nyampe kah? Yg co tgl 18 Agustus","0","40","0","89","in","1394249284736864258","1702254967074279898","vvotanet","https://twitter.com/vvotanet/status/1702254967074279898","","CARA KIRIM MENFESS"
